0	0.0000066027
0.001	0.0000064706
0.002	0.0000063124
0.003	0.00000613
0.004	0.0000059255
0.005	0.0000057014
0.006	0.0000054604
0.007	0.0000052055
0.008	0.00000494
0.009	0.0000046674
0.01	0.0000043914
0.011	0.000004116
0.012	0.0000038455
0.013	0.0000035842
0.014	0.0000033368
0.015	0.0000031082
0.016	0.0000029033
0.017	0.0000027272
0.018	0.0000025852
0.019	0.0000024829
0.02	0.0000024255
0.021	0.0000024189
0.022	0.0000024685
0.023	0.0000025802
0.024	0.0000027596
0.025	0.0000030125
0.026	0.0000033446
0.027	0.0000037616
0.028	0.000004269
0.029	0.0000048725
0.03	0.0000055774
0.031	0.0000063892
0.032	0.0000073128
0.033	0.0000083534
0.034	0.0000095158
0.035	0.000010805
0.036	0.000012224
0.037	0.000013779
0.038	0.000015472
0.039	0.000017308
0.04	0.00001929
0.041	0.00002142
0.042	0.000023703
0.043	0.000026139
0.044	0.000028732
0.045	0.000031482
0.046	0.000034392
0.047	0.000037462
0.048	0.000040694
0.049	0.000044086
0.05	0.00004764
0.051	0.000051354
0.052	0.000055228
0.053	0.000059261
0.054	0.000063451
0.055	0.000067796
0.056	0.000072293
0.057	0.000076941
0.058	0.000081736
0.059	0.000086673
0.06	0.000091751
0.061	0.000096964
0.062	0.00010231
0.063	0.00010778
0.064	0.00011337
0.065	0.00011908
0.066	0.0001249
0.067	0.00013082
0.068	0.00013684
0.069	0.00014295
0.07	0.00014915
0.071	0.00015543
0.072	0.00016178
0.073	0.00016819
0.074	0.00017466
0.075	0.00018118
0.076	0.00018775
0.077	0.00019435
0.078	0.00020097
0.079	0.00020762
0.08	0.00021428
0.081	0.00022094
0.082	0.0002276
0.083	0.00023425
0.084	0.00024088
0.085	0.00024748
0.086	0.00025405
0.087	0.00026058
0.088	0.00026706
0.089	0.00027349
0.09	0.00027985
0.091	0.00028615
0.092	0.00029237
0.093	0.00029851
0.094	0.00030456
0.095	0.00031052
0.096	0.00031638
0.097	0.00032213
0.098	0.00032777
0.099	0.0003333
0.1	0.00033871
0.101	0.00034399
0.102	0.00034914
0.103	0.00035416
0.104	0.00035905
0.105	0.0003638
0.106	0.0003684
0.107	0.00037286
0.108	0.00037717
0.109	0.00038134
0.11	0.00038535
0.111	0.00038921
0.112	0.00039292
0.113	0.00039647
0.114	0.00039987
0.115	0.00040311
0.116	0.0004062
0.117	0.00040913
0.118	0.00041191
0.119	0.00041454
0.12	0.00041701
0.121	0.00041934
0.122	0.00042151
0.123	0.00042354
0.124	0.00042542
0.125	0.00042716
0.126	0.00042876
0.127	0.00043022
0.128	0.00043155
0.129	0.00043275
0.13	0.00043382
0.131	0.00043476
0.132	0.00043558
0.133	0.00043628
0.134	0.00043687
0.135	0.00043735
0.136	0.00043772
0.137	0.00043799
0.138	0.00043815
0.139	0.00043823
0.14	0.00043821
0.141	0.0004381
0.142	0.00043791
0.143	0.00043765
0.144	0.0004373
0.145	0.00043689
0.146	0.0004364
0.147	0.00043586
0.148	0.00043525
0.149	0.00043459
0.15	0.00043387
0.151	0.00043311
0.152	0.00043229
0.153	0.00043144
0.154	0.00043055
0.155	0.00042962
0.156	0.00042865
0.157	0.00042766
0.158	0.00042664
0.159	0.00042559
0.16	0.00042452
0.161	0.00042343
0.162	0.00042232
0.163	0.00042119
0.164	0.00042005
0.165	0.00041889
0.166	0.00041773
0.167	0.00041655
0.168	0.00041537
0.169	0.00041417
0.17	0.00041297
0.171	0.00041177
0.172	0.00041056
0.173	0.00040935
0.174	0.00040813
0.175	0.00040691
0.176	0.00040569
0.177	0.00040447
0.178	0.00040325
0.179	0.00040202
0.18	0.00040079
0.181	0.00039956
0.182	0.00039833
0.183	0.0003971
0.184	0.00039587
0.185	0.00039463
0.186	0.0003934
0.187	0.00039216
0.188	0.00039092
0.189	0.00038968
0.19	0.00038843
0.191	0.00038718
0.192	0.00038593
0.193	0.00038468
0.194	0.00038342
0.195	0.00038216
0.196	0.00038089
0.197	0.00037963
0.198	0.00037835
0.199	0.00037707
0.2	0.00037579
0.201	0.0003745
0.202	0.00037321
0.203	0.00037192
0.204	0.00037062
0.205	0.00036931
0.206	0.000368
0.207	0.00036668
0.208	0.00036537
0.209	0.00036404
0.21	0.00036272
0.211	0.00036138
0.212	0.00036005
0.213	0.00035871
0.214	0.00035737
0.215	0.00035602
0.216	0.00035467
0.217	0.00035332
0.218	0.00035197
0.219	0.00035061
0.22	0.00034926
0.221	0.0003479
0.222	0.00034654
0.223	0.00034517
0.224	0.00034381
0.225	0.00034244
0.226	0.00034108
0.227	0.00033971
0.228	0.00033834
0.229	0.00033697
0.23	0.00033561
0.231	0.00033424
0.232	0.00033286
0.233	0.00033149
